Internal gene ID,Vectorbase Identifier,OrthoDB category,OrthoDB D. mel ,Display name,Gene family,Gene subfamily,Name evidence
gene13038,AAEL007439,EOG8QZBCP,Mlc-c,,,,
gene13039,AAEL007438,EOG8VQDDN,CG11319,,,,
gene1304,AAEL002232,EOG8TF3BK,Rpp30,,,,
gene13040,AAEL015627,NA,NA,,,,
gene13041,AAEL006092,NA,NA,,,,
gene13042,AAEL006099,NA,NA,,,,
gene13043,AAEL006104,NA,NA,,,,
gene13044,AAEL006096,EOG870X7K,Gel,,,,
gene13045,AAEL006105,NA,NA,,,,
gene13046,AAEL006102,EOG870X7K,Gel,,,,
gene13047,AAEL006091,EOG85TGDT,Rab6,,,,
gene13048,AAEL006097,NA,NA,,,,
gene1305,AAEL002211,NA,NA,,,,
gene13050,AAEL017225,NA,NA,,,,
gene13051,AAEL006095,EOG870X7K,Gel,,,,
gene13052,AAEL006098,EOG8J9QR5,CG8237,,,,
gene13053,AAEL006093,NA,NA,,,,
gene13054,AAEL006090,EOG870X7K,Gel,,,,
gene13056,AAEL006100,EOG8FN785,tw,,,,
gene13057,AAEL006094,NA,NA,,,,
gene13059,AAEL006107,EOG81VNV5,Hus1-like,,,,
gene1306,AAEL002223,NA,NA,,,,
gene13060,AAEL006101,NA,NA,,,,
gene13061,AAEL015039,EOG8KD9B8,l(3)76BDm,,,,
gene13062,AAEL015040,EOG8C8BJ1,Mipp1,,,,
gene13063,AAEL015041,EOG80CM86,Mtch,,,,
gene13064,AAEL008130,NA,NA,,,,
gene13065,AAEL008135,EOG8VX4WJ,Cog3,,,,
gene13066,AAEL008126,EOG87M4P4,Cirl,,,,
gene13067,AAEL008121,NA,NA,,,,
gene13068,AAEL008127,EOG8GMXPZ,CG42488,,,,
gene13069,AAEL008119,NA,NA,,,,
gene1307,AAEL002195,EOG837V58,CG12702,,,,
gene13070,AAEL008132,NA,NA,,,,
gene13071,AAEL008124,EOG8K6JWD,CG14544,,,,
gene13072,AAEL008129,EOG8NP9V0,dysf,,,,
gene13073,AAEL008136,EOG80VZG1,Ho,,,,
gene13074,AAEL008123,NA,NA,,,,
gene13075,AAEL008134,EOG8DBX52,Hmt-1,,,,
gene13076,AAEL008131,EOG8962J4,Dak1,,,,
gene13077,RU148,NA,NA,,,,
gene13078,AAEL008125,EOG8RBT98,CG12268,,,,
gene13079,AAEL008128,EOG8XSPH1-EOG8XSPH1,CG34132-Tim13,,,,
gene1308,AAEL002235,EOG8N0756,CG31678,,,,
gene13080,AAEL008133,EOG8TB730,CG5116,,,,
gene13081,AAEL008120,EOG86T5SP-EOG86T5SP,CG5220-CG7009,,,,
gene13082,AAEL008122,EOG8577ZP,Sbp2,,,,
gene13083,AAEL009767,NA,NA,,,,
gene13084,AAEL009762,EOG8CG30S-EOG8CG30S,spok-spo,,,,
gene13085,AAEL009766,EOG870X84,CG5599,,,,
gene13086,AAEL017995,NA,NA,,,,
gene13087,AAEL009763,EOG8T7BVG,beat-VII,,,,
gene13088,AAEL009765,EOG82RH09,eas,,,,
gene13089,AAEL009764,EOG8NCQ46,ApepP,,,,
gene1309,AAEL002181,NA,NA,,,,
gene13090,AAEL009769,NA,NA,,,,
gene13091,AAEL014544,EOG8MKR6R,PPO2,,,,
gene13093,AAEL017291,EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343,CG6271-CG17191-CG6295-CG6296-CG17192-CG6277-CG6283,,,,
gene13094,AAEL007062,NA,NA,,,,
gene13095,AAEL007055,EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343,CG6271-CG17191-CG6296-CG6295-CG17192-CG6283-CG6277,,,,
gene13096,AAEL007052,EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343,CG17191-CG6296-CG6277-CG6271-CG6295-CG17192-CG6283,,,,
gene13097,AAEL007067,EOG8XPT6D,Taf5,,,,
gene13098,AAEL007053,EOG8WHCC9,CG14931,,,,
gene13099,AAEL007069,EOG805VRN,Chro,,,,
gene131,AAEL002997,EOG8M0HSF,CG7432,,,,
gene1310,AAEL017402,NA,NA,,,,
gene13100,AAEL007064,NA,NA,,,,
gene13101,AAEL007046,NA,NA,,,,
gene13102,AAEL007059,NA,NA,,,,
gene13103,AAEL007065,EOG876NRV,Arf79F,,,,
gene13104,AAEL007050,NA,NA,,,,
gene13105,AAEL007066,EOG80VZFH,Rae1,,,,
gene13106,AAEL007048,NA,NA,,,,
gene13107,AAEL007044,EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343,CG17192-CG6283-CG6295-CG17191-CG6296-CG6271-CG6277,,,,
gene13108,AAEL007049,EOG83FKP3,Prosbeta7,,,,
gene13109,AAEL007070,EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343,CG6296-CG6283-CG6271-CG17191-CG17192-CG6295-CG6277,,,,
gene1311,AAEL002221,NA,NA,,,,
gene13110,AAEL007057,NA,NA,,,,
gene13111,AAEL007061,EOG8HHRV3,Cypl,,,,
gene13112,AAEL007063,EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343,CG6277-CG6296-CG6271-CG6295-CG17192-CG6283-CG17191,,,,
gene13113,AAEL007041,EOG8PVRPR,LRP1,,,,
gene13114,AAEL007043,EOG8KSS9T,Dek,,,,
gene13115,AAEL007047,NA,NA,,,,
gene13116,AAEL007068,EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343,CG6296-CG6277-CG6295-CG17192-CG17191-CG6283-CG6271,,,,
gene13117,AAEL007060,EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343,CG6296-CG6277-CG6271-CG17191-CG6283-CG6295-CG17192,,,,
gene13118,AAEL007058,NA,NA,,,,
gene13119,AAEL007045,EOG815K55,bora,,,,
gene1312,AAEL002189,NA,NA,,,,
gene13120,AAEL007042,EOG8Z0DXR,Psi,,,,
gene13121,AAEL007054,EOG8WWVBN,ND-B12,,,,
gene13122,AAEL007051,EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343-EOG864343,CG6283-CG6271-CG17192-CG6296-CG6277-CG17191-CG6295,,,,
gene13123,AAEL007056,EOG8STVWG,Ssl1,,,,
gene13124,AAEL015375,EOG8FXV0Q,aurB,,,,
gene13125,AAEL013957,NA,NA,,,,
gene13126,AAEL011398,NA,NA,,,,
gene13127,AAEL011397,EOG8X3KTC,CG4455,,,,
gene13128,AAEL011393,EOG8HQH8F,unc79,,,,
gene13129,AAEL011394,EOG866ZC4,CG8031,,,,
gene1313,AAEL002182,EOG8H1DMF,CG3645,,,,
gene13130,AAEL011391,EOG851HGR,mRpS9,,,,
gene13131,AAEL011395,EOG864339,Aats-gln,,,,
gene13132,AAEL011392,EOG8HQH8F,unc79,,,,
gene13133,AAEL011396,EOG8HX7RH,Dl,,,,
gene13134,AAEL011399,EOG8SR0NM,CG3773,,,,
gene13135,AAEL012091,EOG81K23T,dve,,,,
gene13136,AAEL012093,EOG8G4KFR,CG5819,,,,
gene13137,AAEL012092,EOG85XBMS,wdp,,,,
gene13138,AAEL010192,EOG8ZKNBF,TppII,,,,
gene13139,AAEL010190,NA,NA,,,,
gene1314,AAEL002243,NA,NA,,,,
gene13140,AAEL010187,EOG8BP431,Fhos,,,,
gene13141,AAEL010189,EOG86Q9JV,CG42540,,,,
gene13142,AAEL010191,NA,NA,,,,
gene13143,AAEL010188,EOG8WM7KN,CG13310,,,,
gene13144,AAEL009070,NA,NA,,,,
gene13145,AAEL009073,EOG83XXTS,larp,,,,
gene13146,AAEL009071,NA,NA,,,,
gene13147,AAEL009072,EOG898XS0-EOG898XS0,CG34354-CG34362,,,,
gene13148,AAEL014989,NA,NA,,,,
gene13149,AAEL014992,EOG83FKNC,Rabex-5,,,,
gene1315,AAEL002183,EOG82NMSB,l(2)k12914,,,,
gene13150,AAEL014990,EOG8B8N56,Cralbp,,,,
gene13151,AAEL014991,EOG8M94H0,CTCF,,,,
gene13152,AAEL015240,NA,NA,,,,
gene13153,AAEL015241,NA,NA,,,,
gene13154,AAEL015242,EOG8DNHVK,cnk,,,,
gene13155,AAEL015067,NA,NA,,,,
gene13156,AAEL013828,EOG8W6RN3,CG11334,,,,
gene13157,AAEL013825,EOG8V45ZV,tst,,,,
gene13158,AAEL013827,EOG8HHRSM,fs(1)M3,,,,
gene13159,AAEL013826,EOG83NB40,wts,,,,
gene1316,RU011,NA,NA,,,,
gene13160,AAEL015252,NA,NA,,,,
gene13161,AAEL015253,EOG841T3Q,CG13806,,,,
gene13162,AAEL015254,EOG841T3Q,CG13806,,,,
gene13163,AAEL013361,NA,NA,,,,
gene13164,AAEL013368,NA,NA,,,,
gene13165,AAEL013362,NA,NA,,,,
gene13166,AAEL013360,NA,NA,,,,
gene13167,AAEL013367,EOG8ZKNBD,Cda5,,,,
gene13168,AAEL013363,EOG8SR0MZ,Utx,,,,
gene13169,AAEL013365,NA,NA,,,,
gene1317,AAEL002220,EOG8TMTV1-EOG8TMTV1,CG34351-CG14340,,,,
gene13170,AAEL013364,NA,NA,,,,
gene13171,AAEL018275,EOG89W55Z-EOG89W55Z-EOG89W55Z,CG8388-CG15073-grau,,,,
gene13172,AAEL014406,NA,NA,,,,
gene13173,AAEL014399,NA,NA,,,,
gene13174,AAEL014398,EOG89W55Z-EOG89W55Z-EOG89W55Z,grau-CG15073-CG8388,,,,
gene13175,AAEL014402,NA,NA,,,,
gene13176,AAEL014397,NA,NA,,,,
gene13177,AAEL014407,NA,NA,,,,
gene13178,AAEL014405,NA,NA,,,,
gene13179,AAEL010328,EOG8S1WZG,Epac,,,,
gene1318,AAEL002233,NA,NA,,,,
gene13180,AAEL010329,NA,NA,,,,
gene13181,AAEL010330,EOG85QM5C-EOG85QM5C,SdhBL-SdhB,,,,
gene13182,AAEL010332,NA,NA,,,,
gene13183,AAEL010331,NA,NA,,,,
gene13184,AAEL013496,EOG8Z91MW,PPO1,,,,
gene13185,AAEL013502,EOG8M6885,Pof,,,,
gene13186,AAEL013497,EOG81NXCX,Nxt1,,,,
gene13187,AAEL013503,EOG8W115Q,CG12818,,,,
gene13188,AAEL013499,EOG8Z91MW,PPO1,,,,
gene13189,AAEL013501,EOG8Z91MW,PPO1,,,,
gene1319,AAEL002229,NA,NA,,,,
gene13190,AAEL013494,EOG81G5WW,CG7484,,,,
gene13191,AAEL013500,NA,NA,,,,
gene13192,AAEL013498,EOG8Z91MW,PPO1,,,,
gene13193,AAEL013492,NA,NA,,,,
gene13194,AAEL013495,EOG83XXWC-EOG83XXWC,CG33228-CG33228,,,,
gene13195,AAEL013493,EOG8Z91MW,PPO1,,,,
gene13196,AAEL013268,NA,NA,,,,
gene13197,AAEL013267,EOG8CZF6N,CG12910,,,,
gene13198,AAEL013266,NA,NA,,,,
gene13199,AAEL008056,EOG812PWW,Ih,,,,
gene132,AAEL003012,NA,NA,,,,
gene1320,AAEL002201,NA,NA,,,,
gene13201,AAEL008063,EOG87WRCV,CG8677,,,,
gene13202,AAEL008062,EOG8TXFH5,Tsp,,,,
gene13203,AAEL008066,NA,NA,,,,
gene13205,AAEL008068,EOG81ZJ24,IntS3,,,,
gene13206,AAEL008058,EOG86Q9HS,Liprin-alpha,,,,
gene13207,AAEL008072,EOG86Q9K2-EOG86Q9K2,ND-20-ND-20L,,,,
gene13208,AAEL008061,EOG8ZGS3Q,CG2292,,,,
gene13209,AAEL008059,NA,NA,,,,
gene1321,AAEL011630,EOG8PZN04,CG30010,,,,
gene13210,AAEL008074,NA,NA,,,,
gene13211,AAEL008073,EOG8MPMGB,FDY,,,,
gene13212,AAEL008071,EOG8MSGQ2,CG4925,,,,
gene13213,AAEL008057,NA,NA,,,,
gene13214,AAEL008064,EOG818FF7,CG8320,,,,
gene13215,AAEL008067,EOG84TS0M,Dmtn,,,,
gene13216,AAEL008069,EOG8G7FPH,uif,,,,
gene13217,AAEL018152,EOG8K0TCZ,inaD,,,,
gene13218,AAEL015592,EOG88D3KM,SMC1,,,,
gene13219,AAEL012211,EOG805VS7,YL-1,,,,
gene1322,AAEL011634,EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154,CG9500-CG30281-CG1791-CG6788-CG5550-CG30280-CG8642-CG31832-CG1889,,,,
gene13220,AAEL012210,NA,NA,,,,
gene13221,AAEL012209,EOG8HX7S7,Sce,,,,
gene13222,AAEL012212,EOG8030HB,unc80,,,,
gene13223,AAEL012207,EOG8ZPHN1,Mlc1,,,,
gene13224,AAEL012208,NA,NA,,,,
gene13225,AAEL012206,EOG82JRHW,tau,,,,
gene13226,AAEL017392,NA,NA,,,,
gene13227,AAEL006256,EOG87SW6S,ATPsynC,,,,
gene13228,AAEL006255,EOG8RV5JR,CG15922,,,,
gene13229,RU149,NA,NA,,,,
gene1323,AAEL011637,EOG8ZGS3T,thoc5,,,,
gene13230,AAEL006248,NA,NA,,,,
gene13231,AAEL018028,NA,NA,,,,
gene13232,AAEL006261,EOG87Q0Z7-EOG87Q0Z7-EOG87Q0Z7-EOG87Q0Z7,dpr8-dpr6-dpr9-dpr21,,,,
gene13233,AAEL006259,EOG85HVPC-EOG85HVPC-EOG85HVPC,Rh2-NA-ninaE,,,,
gene13234,AAEL006253,NA,NA,,,,
gene13235,AAEL006260,NA,NA,,,,
gene13237,AAEL006251,EOG808R25,CG34191,,,,
gene13238,AAEL006249,EOG8VQDDP,Gld2,,,,
gene13239,AAEL006245,EOG8RJJRZ,CG32082,,,,
gene1324,AAEL011642,EOG8XWJQN,Cpr51A,,,,
gene13240,AAEL006257,NA,NA,,,,
gene13241,AAEL006247,EOG8WT02C,CG6568,,,,
gene13242,AAEL006254,EOG834ZZ3,GlcAT-P,,,,
gene13243,AAEL013374,EOG8ZKNBK,disco-r,,,,
gene13244,AAEL013375,NA,NA,,,,
gene13245,AAEL014196,NA,NA,,,,
gene13246,AAEL014195,EOG82C10W,pins,,,,
gene13248,AAEL012260,EOG8NP9V8,U3-55K,,,,
gene13249,AAEL018233,EOG8QNQMR,CG12121,,,,
gene1325,RU012,NA,NA,,,,
gene13250,AAEL012259,EOG8KM1T9,Spt5,,,,
gene13251,AAEL012258,EOG8MD0RT,Paf-AHalpha,,,,
gene13252,AAEL014526,NA,NA,,,,
gene13253,AAEL014529,EOG8KH5M7,RanBP3,,,,
gene13254,AAEL014527,EOG8WT023,CG1090,,,,
gene13255,AAEL014528,EOG8XD6GD,Bx42,,,,
gene13256,AAEL015666,NA,NA,,,,
gene13257,AAEL014766,NA,NA,,,,
gene13258,AAEL014765,NA,NA,,,,
gene13259,AAEL015561,NA,NA,,,,
gene1326,AAEL011640,EOG8TF39G,ana3,,,,
gene13260,AAEL014966,NA,NA,,,,
gene13261,AAEL013821,EOG8STVW6,CG3534,,,,
gene13262,AAEL013815,EOG82C123,Atg10,,,,
gene13263,AAEL013820,NA,NA,,,,
gene13264,AAEL013814,EOG87DD7R,CG10268,,,,
gene13265,AAEL013817,EOG8F7R9C,C3G,,,,
gene13266,AAEL013813,NA,NA,,,,
gene13267,AAEL013822,EOG8Z0DWW,Fancm,,,,
gene13268,AAEL013818,EOG8PCDHK,CG16941,,,,
gene13269,AAEL013819,EOG85QM4Z,CG9135,,,,
gene1327,AAEL011641,NA,NA,,,,
gene13270,AAEL013816,EOG8ZCWX0,Hakai,,,,
gene13271,AAEL015654,NA,NA,,,,
gene13272,AAEL012054,EOG8PP17D-EOG8PP17D,CG4670-CG17843,,,,
gene13273,AAEL012045,EOG876NQK,CG9346,,,,
gene13274,AAEL012044,NA,NA,,,,
gene13275,AAEL012049,EOG83R6DW,Srp9,,,,
gene13276,AAEL012047,NA,NA,,,,
gene13277,AAEL017470,EOG8SR0MV,Pask,,,,
gene13278,AAEL012051,EOG8TQQ2K,CG10795,,,,
gene13279,AAEL012050,NA,NA,,,,
gene1328,AAEL011633,EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154-EOG8W1154,CG31832-CG6788-CG1791-CG1889-CG30281-CG30280-CG9500-CG8642-CG5550,,,,
gene13280,AAEL012053,NA,NA,,,,
gene13281,AAEL012046,EOG84TS0V,Flo1,,,,
gene13282,AAEL012056,EOG81ZJ2M,CG3860,,,,
gene13283,AAEL012042,NA,NA,,,,
gene13284,AAEL012055,EOG8BZQTR,CG7840,,,,
gene13285,AAEL012052,EOG8XWJPJ,CG13203,,,,
gene13286,AAEL012048,NA,NA,,,,
gene13287,AAEL012043,EOG8W114Q,magu,,,,
gene13288,AAEL015452,EOG8DFSD3,pHCl,,,,
gene13289,AAEL012851,EOG8ZPHM0,nclb,,,,
gene1329,AAEL011627,EOG87WRF1,Rpi,,,,
gene13290,AAEL017205,NA,NA,,,,
gene13291,AAEL012857,NA,NA,,,,
gene13292,AAEL012852,EOG80049K-EOG80049K,CG31954-Try29F,,,,
gene13293,AAEL012858,NA,NA,,,,
gene13294,AAEL012853,NA,NA,,,,
gene13295,AAEL012856,NA,NA,,,,
gene13296,AAEL012854,NA,NA,,,,
gene13297,AAEL012855,NA,NA,,,,
gene13298,AAEL011588,EOG8JMBGB,CG34045,,,,
gene13299,AAEL011592,NA,NA,,,,
gene133,AAEL003003,EOG8JHG6R,GluClalpha,,,,
gene1330,AAEL011632,EOG8VHNZD,shu,,,,
gene13300,AAEL011590,EOG8C8BJD,Dmn,,,,
gene13301,AAEL011587,EOG85QM61,RpL27,,,,
gene13302,AAEL011589,NA,NA,,,,
gene13303,AAEL011593,EOG89368V,snk,,,,
gene13304,AAEL011591,EOG85MQXB,CG9975,,,,
gene13305,AAEL015223,NA,NA,,,,
gene13306,AAEL015222,NA,NA,,,,
gene13307,AAEL014165,NA,NA,,,,
gene13308,AAEL014164,EOG8PRWG6,CG13784,,,,
gene13309,AAEL014163,NA,NA,,,,
gene1331,AAEL011638,EOG80GGG5,CngB,,,,
gene13311,AAEL010728,NA,NA,,,,
gene13312,AAEL010729,EOG8TB72T,chm,,,,
gene13313,AAEL010727,EOG8JMBFP-EOG8JMBFP,isoQC-QC,,,,
gene13314,AAEL010730,EOG81NXBC,Not10,,,,
gene13315,AAEL006444,NA,NA,,,,
gene13316,AAEL006452,EOG851HG5,pgant3,,,,
gene13317,AAEL006437,EOG8ZCWW6,CG2790,,,,
gene13318,AAEL006442,EOG8K6JW7,CG10348,,,,
gene13319,AAEL006435,EOG8NP9TZ,CG33671,,,,
gene1332,AAEL011639,EOG8D81ZT,CG30197,,,,
gene13320,AAEL017266,NA,NA,,,,
gene13321,AAEL006443,NA,NA,,,,
gene13322,AAEL006449,NA,NA,,,,
gene13323,AAEL006440,EOG8Z395P,Pdk1,,,,
gene13324,AAEL006448,NA,NA,,,,
gene13325,AAEL006447,NA,NA,,,,
gene13326,AAEL006445,EOG822D9G-EOG822D9G,CG18173-CG9870,,,,
gene13327,AAEL006433,EOG8KPX21-EOG8KPX21,Piezo-NA,,,,
gene13328,AAEL006432,NA,NA,,,,
gene13329,AAEL006446,EOG8CZF67,Tps1,,,,
gene1333,AAEL011626,EOG8N33DB,Snm1,,,,
gene13330,AAEL006439,EOG869TM8,CG7378,,,,
gene13331,AAEL006438,EOG8323PS,gny,,,,
gene13332,AAEL006434,NA,NA,,,,
gene13333,AAEL006451,NA,NA,,,,
gene13334,AAEL006436,EOG8NKFKV,CG8475,,,,
gene13335,AAEL006450,EOG8VX4XD-EOG8VX4XD,CG3652-CG5171,,,,
gene13336,AAEL006441,EOG8KD9CJ,Prosbeta1,,,,
gene13337,AAEL010455,EOG8SFCXX,wash,,,,
gene13338,AAEL010449,EOG85MQWK,Hip1,,,,
gene13339,AAEL010452,NA,NA,,,,
gene1334,AAEL011635,EOG86MFB5,CG3500,,,,
gene13340,AAEL010454,NA,NA,,,,
gene13341,AAEL018193,EOG837V67,NC2alpha,,,,
gene13342,AAEL010453,EOG8H48WJ,mago,,,,
gene13343,AAEL010459,EOG85F0FJ,CG5877,,,,
gene13344,AAEL010443,EOG8K6JVJ,Magi,,,,
gene13345,AAEL010451,NA,NA,,,,
gene13346,AAEL010442,EOG808R0W,CG11796,,,,
gene13347,AAEL010448,NA,NA,,,,
gene13348,AAEL010446,EOG8WWV90,Pp2C1,,,,
gene13349,AAEL010445,NA,NA,,,,
gene1335,AAEL011628,NA,NA,,,,
gene13350,AAEL010450,EOG8DFSFD,Tim10,,,,
gene13351,AAEL010456,EOG8CNTJF,CG42497,,,,
gene13352,AAEL010444,EOG83XXTW,lin,,,,
gene13353,AAEL010447,NA,NA,,,,
gene13354,AAEL018192,EOG8HMN1T,CG15118,,,,
gene13355,AAEL015190,EOG82RGZT,fz,,,,
gene13356,AAEL007341,NA,NA,,,,
gene13357,AAEL007336,EOG8X6G1R,CG4502,,,,
gene13358,AAEL007324,NA,NA,,,,
gene13359,AAEL007331,EOG864333,dsd,,,,
gene1336,AAEL011636,EOG8XWJP8,Ice2,,,,
gene13360,AAEL017035,NA,NA,,,,
gene13361,AAEL007343,NA,NA,,,,
gene13362,AAEL007326,EOG83V2KM,Not1,,,,
gene13363,AAEL018138,EOG8TTK8K-EOG8TTK8K,CG1868-dao,,,,
gene13364,AAEL007333,NA,NA,,,,
gene13365,AAEL007338,NA,NA,,,,
gene13366,AAEL007335,NA,NA,,,,
gene13367,AAEL007344,EOG87H8GT-EOG87H8GT-EOG87H8GT-EOG87H8GT-EOG87H8GT,CG13516-CG42566-CG30269-CG13510-NA,,,,
gene13368,AAEL007328,EOG8GMXP6,CG4497,,,,
gene13369,AAEL007345,EOG8PCDHN,CngA,,,,
gene1337,AAEL011629,EOG879HZ8,gkt,,,,
gene13370,AAEL007334,EOG88KV40,GMF,,,,
gene13371,AAEL007339,NA,NA,,,,
gene13372,AAEL007342,EOG87H8GT-EOG87H8GT-EOG87H8GT-EOG87H8GT-EOG87H8GT,CG30269-NA-CG13516-CG42566-CG13510,,,,
gene13373,AAEL007327,EOG8JQ6QC,cni,,,,
gene13374,AAEL007347,NA,NA,,,,
gene13375,AAEL007325,EOG80S374,Mob3,,,,
gene13376,AAEL017552,NA,NA,,,,
gene13377,AAEL007329,EOG8SFCZ3,how,,,,
gene13378,AAEL007330,EOG8B01DP,Sec6,,,,
gene13379,RU150,NA,NA,,,,
gene1338,AAEL000631,NA,NA,,,,
gene13380,AAEL007332,EOG8JQ6QC,cni,,,,
gene13381,AAEL007349,EOG87H8GT-EOG87H8GT-EOG87H8GT-EOG87H8GT-EOG87H8GT,CG13516-CG30269-CG42566-NA-CG13510,,,,
gene13382,AAEL013309,EOG8SFCZM,Ctr1A,,,,
gene13383,AAEL018259,EOG8JWZ4T,Xpc,,,,
gene13384,AAEL013314,EOG8RJJSS,CG3226,,,,
gene13385,AAEL013311,NA,NA,,,,
gene13386,AAEL013312,EOG89CT0Q,MKP-4,,,,
gene13387,AAEL013310,EOG870X8X,rev7,,,,
gene13388,AAEL014447,NA,NA,,,,
gene13389,AAEL014448,EOG8JDKZV,CG32579,,,,
gene1339,AAEL017511,NA,NA,,,,
gene13390,AAEL014450,EOG8KM1V0,Pal2,,,,
gene13391,AAEL014449,EOG8K6JW3,CG6767,,,,
gene13392,AAEL015390,EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P,His2A:CG33862-His2A:CG33841-His2A:CG33817-His2A:CG33856-His2A:CG33835-His2A:CG33814-His2A:CG33820-His2A:CG33859-His2A:CG31618-His2A:CG33847-His2A:CG33829-His2A:CG33808-His2A:CG33853-His2A:CG33844-His2A:CG33838-His2Av-His2A:CG33832-His2A:CG33826-His2A:CG33865-His2A:CG33850-His2A:CG33823,,,,
gene13393,AAEL015389,EOG8MWBXM,ball,,,,
gene13394,AAEL012180,EOG8P8J9N,Eaf6,,,,
gene13395,AAEL012183,EOG8WQ3T9,CG42269,,,,
gene13396,AAEL012186,EOG8S4S7F,CG32264,,,,
gene13397,AAEL012182,NA,NA,,,,
gene13398,AAEL012187,EOG8M94GR,l(3)mbt,,,,
gene13399,AAEL012181,EOG84TS1M,akirin,,,,
gene134,AAEL002990,NA,NA,,,,
gene1340,AAEL000601,NA,NA,,,,
gene13400,AAEL012184,EOG8JMBFP-EOG8JMBFP,QC-isoQC,,,,
gene13401,AAEL012185,EOG8030JJ,CG32409,,,,
gene13402,AAEL002359,EOG8SJ85C,onecut,,,,
gene13403,AAEL002332,NA,NA,,,,
gene13404,AAEL002362,EOG80049B,CG33506,,,,
gene13405,AAEL002339,EOG8MKR6H,Nup160,,,,
gene13406,AAEL002350,EOG8WWVBG,CG9231,,,,
gene13407,AAEL002321,NA,NA,,,,
gene13408,AAEL017440,EOG8F7R9P,dati,,,,
gene13409,AAEL002345,EOG8GMXN4,Ltn1,,,,
gene1341,AAEL000632,EOG8TMTT3,Wnt4,,,,
gene13410,AAEL002353,NA,NA,,,,
gene13411,AAEL002347,EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K,CG17477-CG4053-CG5255-CG17475-CG31265-CG31269-CG5246,,,,
gene13412,AAEL002342,EOG88SKK1,qsm,,,,
gene13413,AAEL002335,EOG8M0HRW,zfh2,,,,
gene13414,AAEL002340,EOG8Z91MN,scrib,,,,
gene13415,RU151,NA,NA,,,,
gene13417,AAEL002348,EOG8W9MVV,sv,,,,
gene13418,AAEL002322,EOG8KSS96,CG9300,,,,
gene13419,AAEL002341,NA,NA,,,,
gene1342,AAEL018348,EOG8FTZQS,Atg17,,,,
gene13420,AAEL002327,NA,NA,,,,
gene13421,AAEL002346,EOG8NZXJD,PlexA,,,,
gene13422,AAEL002351,EOG8RJJS1,CG10777,,,,
gene13423,AAEL002356,EOG8BP43C,snky,,,,
gene13424,AAEL002333,NA,NA,,,,
gene13425,AAEL002360,EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K,CG17475-CG4053-CG5255-CG31269-CG5246-CG17477-CG31265,,,,
gene13426,AAEL002331,EOG8V9XGJ,CG8417,,,,
gene13427,AAEL002325,NA,NA,,,,
gene13428,AAEL002338,EOG847JJN,CG17386,,,,
gene13429,AAEL002361,EOG8J407Z,Rcd7,,,,
gene1343,AAEL000621,NA,NA,,,,
gene13430,AAEL002364,NA,NA,,,,
gene13431,AAEL018057,EOG84BDSS,Asator,,,,
gene13432,AAEL002349,EOG8CG311,CG9706,,,,
gene13433,AAEL002324,EOG8TQQ2G,Vps28,,,,
gene13434,AAEL002344,NA,NA,,,,
gene13435,AAEL002354,EOG84XN75,CG5873,,,,
gene13436,AAEL002334,EOG8W3WCR,Int6,,,,
gene13437,AAEL002343,EOG8KH5KK,trh,,,,
gene13438,AAEL002355,EOG85QM57,lms,,,,
gene13439,AAEL002357,EOG8JDKXZ,unc-13,,,,
gene1344,AAEL018023,EOG83R6D9,Clc,,,,
gene13440,AAEL002329,EOG879HZK,Mgat1,,,,
gene13441,AAEL002358,EOG8PRWG4,CG12084,,,,
gene13442,AAEL002337,EOG84J5B1,CG10635,,,,
gene13443,AAEL002330,EOG89W55Z-EOG89W55Z-EOG89W55Z,CG8388-grau-CG15073,,,,
gene13444,AAEL002265,EOG8897BV,CG32432,,,,
gene13445,AAEL002266,NA,NA,,,,
