internal.gene_id.x,vectorbase.RU,display.name,gene.family,gene.family.specific,flybase.fbpp,orthodb.group,flybase.fbgn,flybase.annot,flybase.gene
gene11556,AAEL000579,,,,FBpp0079574,EOG81VNTR,FBgn0032204,CG4953,CG4953
gene11557,AAEL015127,,,,NA,NA,NA,NA,NA
gene11558,AAEL015128,,,,NA,NA,NA,NA,NA
gene11559,AAEL001759,,,,FBpp0076152,EOG82NMRX,FBgn0010408,CG3395,RpS9
gene1156,AAEL006519,,,,FBpp0077166,EOG8B2WNP,FBgn0031590,CG3702,CG3702
gene11560,AAEL001775,,,,FBpp0079162,EOG8H48WN,FBgn0031979,CG7429,CG7429
gene11561,AAEL001762,Ecdysis-triggering hormone (ETH),neuropeptide,neuropeptide,FBpp0072331,EOG8W9MWJ,FBgn0028738,CG18105,ETH
gene11562,AAEL001749,,,,FBpp0072596,EOG8XSPG2,FBgn0020248,CG33166,stet
gene11563,AAEL001760,,,,FBpp0071457,EOG8KM1TF,FBgn0050296,CG30296,RIC-3
gene11564,AAEL001782,,,,NA,NA,NA,NA,NA
gene11565,AAEL001778,,,,FBpp0083244,EOG8P8J99,FBgn0038772,CG4973,mdlc
gene11566,AAEL001769,,,,FBpp0078301,EOG83R6BZ,FBgn0003261,CG10279,Rm62
gene11566,AAEL001769,,,,FBpp0076649,EOG83R6BZ,FBgn0035720,CG10077,CG10077
gene11566,AAEL001769,,,,FBpp0289029,EOG83R6BZ,FBgn0265998,CG42320,Doa
gene11567,AAEL001763,,,,NA,NA,NA,NA,NA
gene11568,AAEL001788,,,,NA,NA,NA,NA,NA
gene11569,AAEL001785AAEL001781,,,,NA,NA,NA,NA,NA
gene1157,AAEL017001,,,,NA,NA,NA,NA,NA
gene11570,AAEL001784,,,,FBpp0085884,EOG87H8G0,FBgn0034360,CG10927,CG10927
gene11571,AAEL001779,,,,FBpp0076434,EOG866ZCF,FBgn0035871,CG7188,BI-1
gene11572,AAEL001771,,,,NA,NA,NA,NA,NA
gene11573,AAEL001754,Pigment-dispersing factor (PDF),neuropeptide,neuropeptide,FBpp0084396,EOG8DRD5C,FBgn0023178,CG6496,Pdf
gene11574,AAEL001777,Ion transport peptide (ITP),neuropeptide,neuropeptide,FBpp0289424,EOG898XSN,FBgn0035023,CG13586,ITP
gene11575,AAEL001766,,,,NA,NA,NA,NA,NA
gene11576,AAEL001755,,,,NA,NA,NA,NA,NA
gene11577,AAEL001768,,,,FBpp0079172,EOG8NKFMR,FBgn0031972,CG7221,Wwox
gene11578,AAEL001787,,,,FBpp0087914,EOG8BK7VH,FBgn0003082,CG11205,phr
gene11579,AAEL018272,,,,FBpp0088699,EOG818FCT,FBgn0050011,CG30011,gem
gene1158,AAEL006521,,,,FBpp0080491,EOG8XD6HW,FBgn0032595,CG17996,CG17996
gene11580,AAEL001786,,,,NA,NA,NA,NA,NA
gene11581,AAEL001789,,,,FBpp0072282,EOG8CRPQT,FBgn0035065,CG3589,CG3589
gene11582,AAEL001774,,,,NA,NA,NA,NA,NA
gene11583,AAEL001765,,,,NA,NA,NA,NA,NA
gene11584,AAEL001751,,,,FBpp0306263,EOG8N0769,FBgn0264816,CG44010,koko
gene11585,AAEL001772,,,,NA,NA,NA,NA,NA
gene11586,AAEL001756,,,,FBpp0072065,EOG822D95,FBgn0002791,CG3060,mr
gene11587,AAEL017164,,,,FBpp0076433,EOG8FTZS2,FBgn0035872,CG7185,CG7185
gene11588,AAEL001761,,,,FBpp0075516,EOG8V7282,FBgn0036405,CG6833,CG6833
gene11589,AAEL001780,,,,FBpp0289353,EOG8MSGQJ,FBgn0000157,CG3629,Dll
gene1159,AAEL006526,,,,NA,NA,NA,NA,NA
gene11590,AAEL001783,,,,FBpp0078848,EOG81ZJ3C,FBgn0029161,CG9131,slmo
gene11591,AAEL001790,,,,NA,NA,NA,NA,NA
gene11592,AAEL001776,,,,FBpp0289353,EOG8MSGQJ,FBgn0000157,CG3629,Dll
gene11593,AAEL017493,,,,NA,NA,NA,NA,NA
gene11594,AAEL001757,,,,FBpp0072939,EOG8TTK8J,FBgn0035445,CG12014,CG12014
gene11595,AAEL001767,,,,NA,NA,NA,NA,NA
gene11596,AAEL001752,,,,FBpp0291665,EOG8VHNXS,FBgn0036566,CG5284,ClC-c
gene11597,AAEL001764,,,,FBpp0099657,EOG8Q5CGG,FBgn0043002,CG13399,Chrac-14
gene11598,AAEL001753,,,,NA,NA,NA,NA,NA
gene11599,AAEL008012,,,,NA,NA,NA,NA,NA
gene116,AAEL003016,,,,NA,NA,NA,NA,NA
gene1160,AAEL006514,,,,FBpp0077083,EOG87DD6V,FBgn0031645,CG3036,CG3036
gene11600,AAEL008011,AaegObp36,OBP,OBP,NA,NA,NA,NA,NA
gene11601,AAEL008010,,,,FBpp0110103,EOG8R7Z2K,FBgn0083949,CG34113,CG34113
gene11602,AAEL008013,AaegObp38,OBP,OBP,FBpp0078304,EOG8K3PP3,FBgn0010403,CG11422,Obp83b
gene11602,AAEL008013,AaegObp38,OBP,OBP,FBpp0311428,EOG8K3PP3,FBgn0011281,CG11421,Obp83a
gene11603,AAEL008009,AaegObp37,OBP,OBP,NA,NA,NA,NA,NA
gene11604,AAEL007406,,,,FBpp0072756,EOG81RSMM,FBgn0015359,CG2034,CG2034
gene11605,AAEL007407,,,,NA,NA,NA,NA,NA
gene11606,AAEL007410,,,,FBpp0111848,EOG8NCQ5C,FBgn0028429,CG10574,I-2
gene11607,AAEL007412,,,,FBpp0305041,EOG8F7R9Q,FBgn0044328,CG32052,CG32052
gene11608,AAEL017007,,,,NA,NA,NA,NA,NA
gene11609,AAEL007409,,,,FBpp0072782,EOG8GF659,FBgn0015360,CG32300,oxt
gene1161,AAEL018052,,,,NA,NA,NA,NA,NA
gene11610,AAEL007408,,,,NA,NA,NA,NA,NA
gene11611,AAEL007411,,,,FBpp0072682,EOG8GF65K,FBgn0035262,CG18171,CG18171
gene11611,AAEL007411,,,,FBpp0078270,EOG8GF65K,FBgn0037398,CG15580,CG15580
gene11612,AAEL015524,,,,FBpp0079454,EOG8VHNXT,FBgn0028479,CG4389,Mtpalpha
gene11613,AAEL005086,,,,FBpp0081645,EOG8323QT,FBgn0037739,CG12948,CG12948
gene11614,AAEL005080,,,,FBpp0081607,EOG8F20TQ,FBgn0005777,CG8402,PpD3
gene11615,AAEL018331,,,,FBpp0081652,EOG841T3N,FBgn0037780,CG3925,CG3925
gene11616,AAEL005088,,,,FBpp0085373,EOG8NCQ55,FBgn0033032,CG1298,kune
gene11617,AAEL005058,,,,FBpp0081652,EOG841T3N,FBgn0037780,CG3925,CG3925
gene11618,AAEL005049,,,,NA,NA,NA,NA,NA
gene11619,AAEL005069,,,,FBpp0083503,EOG8N8TXG,FBgn0016700,CG3320,Rab1
gene1162,AAEL006534,,,,NA,NA,NA,NA,NA
gene11620,AAEL005056,,,,FBpp0084901,EOG8FXV13,FBgn0039697,CG7834,CG7834
gene11621,AAEL005066,,,,FBpp0293022,EOG8CZF60,FBgn0265988,CG42863,mv
gene11622,AAEL005052,,,,FBpp0289838,EOG81RSKS,FBgn0003890,CG4869,betaTub97EF
gene11623,AAEL005077,,,,FBpp0303398,EOG851HGD,FBgn0262975,CG43286,cnc
gene11624,AAEL005048,,,,FBpp0111302,EOG8DJNPM,FBgn0085223,CG34194,CG34194
gene11625,AAEL005061,,,,FBpp0083932,EOG8VT8NN,FBgn0266673,CG6159,Sec10
gene11626,AAEL005065,,,,FBpp0079897,EOG8CVJZT,FBgn0032394,CG6746,CG6746
gene11627,AAEL005062,,,,FBpp0083935,EOG82NMQX,FBgn0039156,CG6178,CG6178
gene11628,AAEL005050,,,,FBpp0083968,EOG8DZ4M3,FBgn0051133,CG31133,Slimp
gene11629,AAEL005057,,,,FBpp0076204,EOG812PXT,FBgn0035996,CG3448,CG3448
gene1163,AAEL013145,,,,NA,NA,NA,NA,NA
gene11630,AAEL005070,,,,FBpp0083849,EOG8VMJ70,FBgn0039116,CG10375,CG10375
gene11631,AAEL005084,,,,FBpp0289838,EOG81RSKS,FBgn0003890,CG4869,betaTub97EF
gene11632,AAEL005082,,,,FBpp0084498,EOG8J140B,FBgn0004197,CG6127,Ser
gene11633,AAEL005076,,,,FBpp0110098,EOG88GZTK,FBgn0039064,CG4467,CG4467
gene11634,AAEL005075,,,,FBpp0078296,EOG8SJ85P,FBgn0028436,CG10610,ECSIT
gene11635,AAEL005083,,,,FBpp0308248,EOG80GGH9,FBgn0265184,CG44249,CG44249
gene11636,AAEL005074,,,,NA,NA,NA,NA,NA
gene11637,AAEL005059,,,,FBpp0079897,EOG8CVJZT,FBgn0032394,CG6746,CG6746
gene11638,AAEL005085,,,,FBpp0291653,EOG841T4C,FBgn0086710,CG10652,RpL30
gene11639,AAEL005072,,,,FBpp0081617,EOG8V19S9,FBgn0037754,CG8500,CG8500
gene1164,AAEL013139,,,,FBpp0086354,EOG8MGW0W,FBgn0014020,CG8416,Rho1
gene11640,AAEL005071,,,,FBpp0078310,EOG8W9MVH,FBgn0037391,CG2017,CG2017
gene11641,AAEL005068,,,,FBpp0078593,EOG8VDSQ0,FBgn0037236,CG9772,Skp2
gene11642,AAEL005078,,,,NA,NA,NA,NA,NA
gene11643,AAEL005073,,,,NA,NA,NA,NA,NA
gene11644,AAEL005060,,,,FBpp0081237,EOG8STVX0,FBgn0037515,CG3066,Sp7
gene11644,AAEL005060,,,,FBpp0304083,EOG8STVX0,FBgn0085438,CG34409,CG34409
gene11644,AAEL005060,,,,FBpp0290158,EOG8STVX0,FBgn0027930,CG1102,MP1
gene11644,AAEL005060,,,,FBpp0085000,EOG8STVX0,FBgn0039759,CG9733,CG9733
gene11644,AAEL005060,,,,FBpp0082539,EOG8STVX0,FBgn0000533,CG4920,ea
gene11644,AAEL005060,,,,FBpp0083832,EOG8STVX0,FBgn0039102,CG16705,SPE
gene11645,AAEL005053,,,,NA,NA,NA,NA,NA
gene11646,AAEL005079,,,,FBpp0296952,EOG890B1W,FBgn0041205,CG16910,key
gene11647,AAEL005063,,,,NA,NA,NA,NA,NA
gene11648,AAEL005054,,,,FBpp0084849,EOG8B2WP8,FBgn0039698,CG7789,CG7789
gene11649,AAEL005051,,,,NA,NA,NA,NA,NA
gene1165,AAEL013141,,,,NA,NA,NA,NA,NA
gene11650,AAEL005047,,,,FBpp0081644,EOG8BS0B1,FBgn0037741,CG16908,CG16908
gene11651,AAEL005064,,,,FBpp0083832,EOG8STVX0,FBgn0039102,CG16705,SPE
gene11651,AAEL005064,,,,FBpp0085000,EOG8STVX0,FBgn0039759,CG9733,CG9733
gene11651,AAEL005064,,,,FBpp0304083,EOG8STVX0,FBgn0085438,CG34409,CG34409
gene11651,AAEL005064,,,,FBpp0082539,EOG8STVX0,FBgn0000533,CG4920,ea
gene11651,AAEL005064,,,,FBpp0290158,EOG8STVX0,FBgn0027930,CG1102,MP1
gene11651,AAEL005064,,,,FBpp0081237,EOG8STVX0,FBgn0037515,CG3066,Sp7
gene11652,AAEL009095,,,,NA,NA,NA,NA,NA
gene11653,AAEL009101,,,,FBpp0078532,EOG80P701,FBgn0037270,CG9769,CG9769
gene11654,AAEL009093,,,,NA,NA,NA,NA,NA
gene11655,AAEL009104,,,,FBpp0087984,EOG8NS62P,FBgn0033194,CG2093,Vps13
gene11656,AAEL009103,,,,NA,NA,NA,NA,NA
gene11657,AAEL009092,,,,FBpp0070898,EOG8VMJ6M,FBgn0040918,CG3576,schlank
gene11658,AAEL009099,,,,FBpp0288805,EOG82RH0J,FBgn0263398,CG6364,CG6364
gene11659,AAEL018170,,,,NA,NA,NA,NA,NA
gene1166,AAEL013142,,,,FBpp0086393,EOG84QWR8,FBgn0034073,CG8414,CG8414
gene11660,AAEL009094,,,,FBpp0073829,EOG89S8ZC,FBgn0030634,CG9164,CG9164
gene11661,AAEL009091,,,,NA,NA,NA,NA,NA
gene11662,AAEL009100,,,,FBpp0070129,EOG879J07,FBgn0040383,CG5254,CG5254
gene11662,AAEL009100,,,,FBpp0079379,EOG879J07,FBgn0032090,CG9582,CG9582
gene11663,AAEL009105,,,,FBpp0302990,EOG8T4GKS,FBgn0034110,CG3615,Atg9
gene11664,AAEL009097,,,,NA,NA,NA,NA,NA
gene11665,AAEL009090,,,,FBpp0081590,EOG8MGW0Q,FBgn0037713,CG16790,CG16790
gene11666,AAEL009107,,,,FBpp0087984,EOG8NS62P,FBgn0033194,CG2093,Vps13
gene11667,AAEL009098,,,,NA,NA,NA,NA,NA
gene11668,AAEL013753,,,,NA,NA,NA,NA,NA
gene11669,AAEL018265,,,,FBpp0271913,EOG873SGQ,FBgn0038315,CG14866,CG14866
gene1167,AAEL013147,,,,FBpp0297348,EOG869TK7,FBgn0034072,CG18250,Dg
gene11670,AAEL017194,,,,FBpp0085167,EOG870X8T,FBgn0043900,CG11518,pygo
gene11671,AAEL017018,,,,NA,NA,NA,NA,NA
gene11672,AAEL013749,,,,FBpp0087151,EOG808R0Z,FBgn0033672,CG8972,rho-7
gene11673,AAEL013756,,,,FBpp0288457,EOG83BQF0,FBgn0038312,CG4334,Zip88E
gene11674,AAEL013750,,,,FBpp0290053,EOG8H1DM6,FBgn0034459,CG16716,CG16716
gene11674,AAEL013750,,,,FBpp0084550,EOG8H1DM6,FBgn0039501,CG5987,CG5987
gene11675,AAEL013751,,,,FBpp0296960,EOG8NCQ5T,FBgn0040529,CG9603,COX7A
gene11675,AAEL013751,,,,FBpp0081329,EOG8NCQ5T,FBgn0037579,CG18193,COX7AL
gene11675,AAEL013751,,,,FBpp0111278,EOG8NCQ5T,FBgn0085201,CG34172,CG34172
gene11676,AAEL013755,,,,FBpp0070723,EOG8MWBZ0,FBgn0263237,CG3319,Cdk7
gene11676,AAEL013755,,,,FBpp0290715,EOG8MWBZ0,FBgn0011754,CG1830,PhKgamma
gene11677,AAEL013752,,,,FBpp0303225,EOG844P9N,FBgn0037445,CG9727,CG9727
gene11678,AAEL012448,,,,FBpp0070007,EOG8XWJQ1,FBgn0031094,CG9578,CG9578
gene11679,RU141,,,,NA,NA,NA,NA,NA
gene1168,AAEL013140,,,,NA,NA,NA,NA,NA
gene11680,AAEL012442,,,,FBpp0080077,EOG87H8F6,FBgn0032517,CG7099,CG7099
gene11681,AAEL012441,,,,NA,NA,NA,NA,NA
gene11682,AAEL012438,,,,FBpp0079873,EOG8VQDFN,FBgn0051865,CG31865,Ada1-1
gene11682,AAEL012438,,,,FBpp0079871,EOG8VQDFN,FBgn0051866,CG31866,Ada1-2
gene11683,AAEL012439,,,,FBpp0070006,EOG8SR0NS,FBgn0031092,CG9577,CG9577
gene11684,AAEL012445,,,,NA,NA,NA,NA,NA
gene11685,AAEL012444,,,,FBpp0083985,EOG8FBMJD,FBgn0039178,CG6356,CG6356
gene11686,AAEL012447,,,,NA,NA,NA,NA,NA
gene11687,AAEL012446,,,,FBpp0304070,EOG84XN6X,FBgn0266717,CG6303,Bruce
gene11688,AAEL012440,,,,FBpp0073848,EOG84F920,FBgn0030638,CG11655,CG11655
gene11689,AAEL012437,,,,NA,NA,NA,NA,NA
gene1169,AAEL013143,,,,FBpp0072675,EOG8DV8BQ,FBgn0035270,CG13933,CG13933
gene11690,AAEL017207,,,,NA,NA,NA,NA,NA
gene11691,AAEL012443,,,,FBpp0083982,EOG84J58C,FBgn0086365,CG13610,Orct2
gene11691,AAEL012443,,,,FBpp0083983,EOG84J58C,FBgn0019952,CG6331,Orct
gene11692,AAEL011368,,,,FBpp0077272,EOG8R52TN,FBgn0053281,CG33281,CG33281
gene11693,AAEL011376,,,,FBpp0078999,EOG808R0G,FBgn0011737,CG4488,Wee1
gene11694,AAEL011370,,,,NA,NA,NA,NA,NA
gene11695,AAEL011372,,,,NA,NA,NA,NA,NA
gene11696,AAEL011375,,,,NA,NA,NA,NA,NA
gene11697,AAEL011369,,,,FBpp0070000,EOG8W9MV9,FBgn0031081,CG9565,Nep3
gene11698,AAEL011371,,,,FBpp0078706,EOG89KJG6,FBgn0016076,CG14029,vri
gene11699,AAEL018216,,,,NA,NA,NA,NA,NA
gene117,AAEL003007,,,,NA,NA,NA,NA,NA
gene1170,AAEL013146,,,,FBpp0288885,EOG8WQ3T9,FBgn0259164,CG42269,CG42269
gene11700,AAEL013905,,,,FBpp0077935,EOG8R7Z28,FBgn0037021,CG11399,CG11399
gene11701,AAEL013908,,,,FBpp0303125,EOG8WT02S,FBgn0036851,CG14082,CG14082
gene11702,AAEL013906,,,,FBpp0072036,EOG8MD0R7,FBgn0024234,CG5562,gbb
gene11703,AAEL013907,,,,FBpp0077934,EOG8CNTGT,FBgn0037022,CG11396,CG11396
gene11704,AAEL013335,,,,FBpp0300419,EOG86T5RX,FBgn0037536,CG2698,CG2698
gene11705,AAEL013333,,,,FBpp0307957,EOG8QVG40,FBgn0039054,CG13830,Cow
gene11706,AAEL013332,,,,NA,NA,NA,NA,NA
gene11707,AAEL013337,,,,FBpp0082287,EOG8TF3BF,FBgn0038170,CG14367,CG14367
gene11708,AAEL013334,,,,FBpp0082285,EOG8HDWJV,FBgn0024555,CG9351,flfl
gene11709,AAEL013336,,,,FBpp0081279,EOG8XPT7J,FBgn0037535,CG14463,CG14463
gene1171,AAEL013144,,,,FBpp0078689,EOG8W9MW0,FBgn0015834,CG8882,Trip1
gene11710,AAEL012829,,,,FBpp0088108,EOG8V461B,NA,NA,NA
gene11711,AAEL012828,,,,NA,NA,NA,NA,NA
gene11712,AAEL017242,,,,NA,NA,NA,NA,NA
gene11713,AAEL017420,,,,FBpp0073809,EOG8P5P1B,FBgn0003301,CG9533,rut
gene11714,AAEL015456,,,,NA,NA,NA,NA,NA
gene11715,AAEL010931,,,,FBpp0073888,EOG8323QJ,FBgn0030654,CG15643,CG15643
gene11716,AAEL010934,,,,NA,NA,NA,NA,NA
gene11717,AAEL010941,,,,FBpp0076919,EOG8CNTGM,FBgn0015558,CG1693,tty
gene11718,AAEL010930,,,,NA,NA,NA,NA,NA
gene11719,AAEL010939,,,,FBpp0076891,EOG85XBMJ,FBgn0031174,CG1486,CG1486
gene1172,AAEL014596,,,,FBpp0074349,EOG8NZXJZ,FBgn0004957,CG6205,por
gene11720,AAEL010935,,,,FBpp0074393,EOG8BGCMK,FBgn0030932,CG6461,Ggt-1
gene11720,AAEL010935,,,,FBpp0297938,EOG8BGCMK,FBgn0025837,CG17636,CG17636
gene11721,AAEL010929,NPYLR1,neuropeptide receptor,neuropeptide receptor,FBpp0070934,EOG8KM1TR,FBgn0029909,CG12796,CG12796
gene11722,AAEL010938,,,,FBpp0073861,EOG8K3PNH,FBgn0030653,CG7860,CG7860
gene11723,AAEL010937,,,,NA,NA,NA,NA,NA
gene11724,AAEL010932,,,,FBpp0291798,EOG84F92K,FBgn0261548,CG42666,CG42666
gene11725,AAEL010936,,,,NA,NA,NA,NA,NA
gene11726,AAEL010933,,,,FBpp0289092,EOG8RR97W,FBgn0029907,CG4547,Atx-1
gene11727,AAEL018206,,,,FBpp0070933,EOG8Z394W,FBgn0263968,CG32743,nonC
gene11728,AAEL000695,,,,FBpp0079926,EOG8B01FM,FBgn0000114,CG31762,aret
gene11728,AAEL000695,,,,FBpp0293396,EOG8B01FM,FBgn0262475,CG43065,bru-2
gene11729,AAEL018117,,,,FBpp0079971,EOG8JDKZP,FBgn0043841,CG31764,vir-1
gene1173,AAEL014597,,,,FBpp0088246,EOG8QRKV6,FBgn0025740,CG17245,PlexB
gene11730,AAEL000682,,,,FBpp0271736,EOG8WWV8V,FBgn0032717,CG10600,CG10600
gene11731,AAEL000704,,,,FBpp0077410,EOG8PK50Q,FBgn0004242,CG3139,Syt1
gene11732,AAEL000705,,,,NA,NA,NA,NA,NA
gene11733,AAEL000690,,,,NA,NA,NA,NA,NA
gene11734,AAEL000684,,,,NA,NA,NA,NA,NA
gene11735,AAEL000681,,,,NA,NA,NA,NA,NA
gene11736,AAEL000679,,,,FBpp0077159,EOG8NW2C6,FBgn0003941,CG2960,RpL40
gene11736,AAEL000679,,,,FBpp0080733,EOG8NW2C6,FBgn0032725,CG10679,Nedd8
gene11737,AAEL000686,,,,FBpp0071330,EOG8Z65DK,FBgn0030162,CG1986,CG1986
gene11738,AAEL000697,,,,FBpp0271691,EOG8THZKV,FBgn0087041,CG42231,CG42231
gene11739,AAEL000712,,,,FBpp0080014,EOG89S8XX,FBgn0032473,CG5204,CG5204
gene11739,AAEL000712,,,,FBpp0088895,EOG89S8XX,FBgn0262160,CG9932,CG9932
gene1174,AAEL010540,,,,FBpp0087837,EOG8G4KFX,FBgn0002571,CG8695,Mal-A3
gene1174,AAEL010540,,,,FBpp0079859,EOG8G4KFX,FBgn0032381,CG14934,Mal-B1
gene1174,AAEL010540,,,,FBpp0087828,EOG8G4KFX,FBgn0050359,CG30359,Mal-A5
gene1174,AAEL010540,,,,FBpp0087827,EOG8G4KFX,FBgn0033294,CG8693,Mal-A4
gene1174,AAEL010540,,,,FBpp0079860,EOG8G4KFX,FBgn0032382,CG14935,Mal-B2
gene1174,AAEL010540,,,,FBpp0312227,EOG8G4KFX,FBgn0050360,CG30360,Mal-A6
gene1174,AAEL010540,,,,FBpp0087838,EOG8G4KFX,FBgn0002570,CG8696,Mal-A1
gene1174,AAEL010540,,,,FBpp0087836,EOG8G4KFX,FBgn0033296,CG11669,Mal-A7
gene1174,AAEL010540,,,,FBpp0087831,EOG8G4KFX,FBgn0033297,CG8690,Mal-A8
gene11740,AAEL000701,,,,FBpp0080401,EOG8F7RB9,FBgn0001995,CG5818,mRpL4
gene11741,AAEL000688,,,,NA,NA,NA,NA,NA
gene11742,AAEL000691,,,,NA,NA,NA,NA,NA
gene11743,AAEL000707,,,,FBpp0080638,EOG8M3D0Z,FBgn0086707,CG12750,ncm
gene11744,AAEL000720,,,,FBpp0074821,EOG8B2WQ3,FBgn0036811,CG6884,MED11
gene11745,AAEL000689,,,,NA,NA,NA,NA,NA
gene11746,AAEL000714,,,,FBpp0290531,EOG8Q5CF5,FBgn0026438,CG3159,Eaat2
gene11747,AAEL000694,,,,NA,NA,NA,NA,NA
gene11748,AAEL000717,,,,NA,NA,NA,NA,NA
gene11749,AAEL000685,,,,FBpp0080677,EOG8BK7V7,FBgn0032728,CG18398,Tango6
gene1175,AAEL010542,,,,NA,NA,NA,NA,NA
gene11750,AAEL000715,,,,NA,NA,NA,NA,NA
gene11751,AAEL000711,,,,NA,NA,NA,NA,NA
gene11752,AAEL000708,,,,FBpp0077694,EOG8K3PNB,FBgn0020305,CG4258,dbe
gene11753,AAEL000710,,,,FBpp0076793,EOG8H752S,FBgn0035617,CG5146,l(3)psg2
gene11754,AAEL000683,,,,FBpp0080903,EOG8N5ZNT,FBgn0032856,CG16798,CG16798
gene11755,AAEL000698,,,,NA,NA,NA,NA,NA
gene11756,AAEL000709,,,,FBpp0080402,EOG8SR0NT,FBgn0000250,CG5848,cact
gene11757,AAEL000713,,,,NA,NA,NA,NA,NA
gene11758,AAEL000706,,,,FBpp0080297,EOG80KBQG,FBgn0002524,CG4162,lace
gene11759,AAEL000680,,,,NA,NA,NA,NA,NA
gene1176,AAEL010538,,,,FBpp0079522,EOG84XN82,FBgn0011584,CG4758,Trp1
gene11760,AAEL000719,,,,FBpp0307723,EOG8MKR6V,FBgn0015803,CG10043,RtGEF
gene11761,AAEL000693,,,,FBpp0307598,EOG8S7NF4,FBgn0021796,CG5092,Tor
gene11762,AAEL000703,,,,FBpp0077501,EOG8D81WX,FBgn0004507,CG7254,GlyP
gene11763,AAEL000700,,,,FBpp0077708,EOG8PK500,FBgn0000497,CG17941,ds
gene11764,AAEL000716,,,,FBpp0080500,EOG8962HM,FBgn0032618,CG31743,CG31743
gene11765,AAEL000699,,,,FBpp0074855,EOG8F4W31,FBgn0036812,CG4076,Nufip
gene11766,AAEL000692,,,,FBpp0072615,EOG84J59K,FBgn0035194,CG9187,Psf1
gene11767,AAEL000687,,,,FBpp0080654,EOG8S1WZR,FBgn0032713,CG17323,CG17323
gene11767,AAEL000687,,,,FBpp0080657,EOG8S1WZR,FBgn0027070,CG17322,CG17322
gene11768,AAEL015014,,,,FBpp0081359,EOG8JT2X8,FBgn0051454,CG31454,CG31454
gene11768,AAEL015014,,,,FBpp0081358,EOG8JT2X8,FBgn0037592,CG11737,CG11737
gene11768,AAEL015014,,,,FBpp0081360,EOG8JT2X8,FBgn0051259,CG31259,CG31259
gene11769,AAEL015381,,,,NA,NA,NA,NA,NA
gene1177,AAEL010536,,,,FBpp0079859,EOG8G4KFX,FBgn0032381,CG14934,Mal-B1
gene1177,AAEL010536,,,,FBpp0079860,EOG8G4KFX,FBgn0032382,CG14935,Mal-B2
gene1177,AAEL010536,,,,FBpp0087837,EOG8G4KFX,FBgn0002571,CG8695,Mal-A3
gene1177,AAEL010536,,,,FBpp0087836,EOG8G4KFX,FBgn0033296,CG11669,Mal-A7
gene1177,AAEL010536,,,,FBpp0087838,EOG8G4KFX,FBgn0002570,CG8696,Mal-A1
gene1177,AAEL010536,,,,FBpp0087827,EOG8G4KFX,FBgn0033294,CG8693,Mal-A4
gene1177,AAEL010536,,,,FBpp0312227,EOG8G4KFX,FBgn0050360,CG30360,Mal-A6
gene1177,AAEL010536,,,,FBpp0087831,EOG8G4KFX,FBgn0033297,CG8690,Mal-A8
gene1177,AAEL010536,,,,FBpp0087828,EOG8G4KFX,FBgn0050359,CG30359,Mal-A5
gene11770,AAEL015352,,,,FBpp0080157,EOG8DNHWH,FBgn0051814,CG31814,CG31814
gene11770,AAEL015352,,,,FBpp0078746,EOG8DNHWH,FBgn0051646,CG31646,DIP-theta
gene11770,AAEL015352,,,,FBpp0111939,EOG8DNHWH,FBgn0031837,CG11320,DIP-iota
gene11770,AAEL015352,,,,FBpp0309925,EOG8DNHWH,FBgn0031725,CG14010,DIP-eta
gene11771,AAEL015080,,,,FBpp0070175,EOG8B2WNV,FBgn0026143,CG3658,CDC45L
gene11772,AAEL015081,,,,FBpp0070168,EOG8QG053,FBgn0040337,CG3021,CG3021
gene11773,AAEL015083,,,,FBpp0073887,EOG82FW83,FBgn0030655,CG9213,CG9213
gene11774,AAEL015084,,,,FBpp0290325,EOG81ZJ30,FBgn0260659,CG42542,CG42542
gene11775,AAEL015082,,,,NA,NA,NA,NA,NA
gene11776,AAEL013855,,,,FBpp0302039,EOG8PG8S3,FBgn0261963,CG6634,mid
gene11776,AAEL013855,,,,FBpp0078710,EOG8PG8S3,FBgn0016660,CG6604,H15
gene11777,AAEL009375,,,,FBpp0310016,EOG87DD69,FBgn0264449,CG43867,CG43867
gene11778,AAEL009381,,,,FBpp0306394,EOG82VC6H,FBgn0087008,CG12238,e(y)3
gene11779,AAEL009385,,,,FBpp0296946,EOG87SW50,FBgn0262717,CG43161,Skeletor
gene1178,AAEL010541,,,,NA,NA,NA,NA,NA
gene11780,AAEL009382,,,,FBpp0070616,EOG8FFGSD,FBgn0266570,CG2982,CG2982
gene11781,AAEL009378,,,,FBpp0112103,EOG8VX4XH,FBgn0037229,CG9766,CG9766
gene11782,AAEL009377,,,,FBpp0072746,EOG8XWJQK,FBgn0004636,CG1956,Rap1
gene11783,AAEL009372,,,,FBpp0073444,EOG8Z65D0,FBgn0030336,CG1578,CG1578
gene11784,AAEL009379,,,,FBpp0070623,EOG83JFZ2,FBgn0040907,CG3712,mRpL33
gene11785,AAEL009374,,,,FBpp0081828,EOG8QRKW5,FBgn0037880,CG17726,CG17726
gene11786,AAEL009383,,,,FBpp0070402,EOG83XXTZ,FBgn0000377,CG3193,crn
gene11787,AAEL009380,,,,FBpp0310196,EOG8R52T0,FBgn0262738,CG3620,norpA
gene11788,AAEL009384,,,,FBpp0078910,EOG8W1154,FBgn0031804,CG9500,CG9500
