gene_id,vectorbase,chemo,family
gene1367,AAEL000622,,
gene13670,AAEL003298,,
gene13671,RU155,,
gene13672,AAEL003284,,
gene13673,AAEL003324,,
gene13674,AAEL003318,,
gene13675,AAEL003288,,
gene13676,RU156,,
gene13677,AAEL003313,,
gene13678,AAEL003307,,
gene13679,AAEL003294,,
gene13680,AAEL003287,,
gene13681,AAEL003302,,
gene13682,AAEL003314,,
gene13683,AAEL003311,,
gene13684,AAEL003290,,
gene13685,AAEL003300,,
gene13686,AAEL003292,,
gene13687,AAEL003285,,
gene13688,AAEL017110,,
gene13689,AAEL003319,,
gene1369,AAEL017352,,
gene13690,AAEL003301,,
gene13691,AAEL003321,,
gene13693,AAEL003295,,
gene13694,AAEL018298,,
gene13695,AAEL003303,,
gene13696,AAEL003308,,
gene13697,AAEL003310,,
gene13699,AAEL003317,,
gene137,AAEL002995,,
gene1370,AAEL000603,,
gene13700,AAEL003306,,
gene13701,AAEL003297,,
gene13702,AAEL003299,,
gene13703,AAEL003320,,
gene13704,AAEL003286,,
gene13705,AAEL003291,,
gene13706,AAEL003312,,
gene13707,AAEL003309,,
gene13708,AAEL003322,,
gene13709,AAEL003323,,
gene1371,AAEL000596,,
gene13710,AAEL011643,,
gene13711,RU157,AaegIrRU2,
gene13712,AAEL011644,,
gene13713,AAEL015076,,
gene13714,AAEL015435,,
gene13715,AAEL010496,,
gene13716,AAEL010500,,
gene13717,AAEL010498,,
gene13718,AAEL010499,,
gene13719,AAEL010491,,
gene1372,AAEL000617,,
gene13720,AAEL010488,,
gene13721,AAEL010501,,
gene13722,AAEL010492,,
gene13723,AAEL010502,,
gene13724,AAEL010495,,
gene13725,AAEL010494,,
gene13726,AAEL010490,,
gene13727,AAEL018195,,
gene13728,AAEL012756,,
gene13729,AAEL012755,,
gene1373,AAEL000597,,
gene13730,AAEL012754,,
gene13731,AAEL012752,,
gene13732,AAEL012753,,
gene13733,AAEL011850,,
gene13734,AAEL011846,,
gene13735,AAEL011848,,
gene13736,AAEL018226,,
gene13737,AAEL014759,,
gene13738,AAEL012841,,
gene13739,AAEL012844,,
gene1374,AAEL000606,,
gene13740,AAEL012842,,
gene13741,AAEL012840,,
gene13742,AAEL012839,,
gene13743,AAEL012843,,
gene13744,AAEL012845,,
gene13745,AAEL008563,,
gene13746,AAEL008556,,
gene13747,AAEL008568,,
gene13748,AAEL008562,,
gene13749,AAEL008557,,
gene1375,AAEL000627,,
gene13750,AAEL008569,,
gene13751,AAEL008564,,
gene13752,AAEL008567,,
gene13753,AAEL008561,,
gene13754,AAEL008558,,
gene13755,AAEL008565,,
gene13757,AAEL008559,,
gene13758,AAEL008570,,
gene13759,AAEL010077,,
gene1376,AAEL000618,,
gene13760,AAEL010070,,
gene13761,AAEL010071,,
gene13762,AAEL010075,,
gene13763,AAEL010072,,
gene13764,AAEL010069,,
gene13765,AAEL010074,,
gene13766,AAEL010068,,
gene13767,AAEL010073,,
gene13768,AAEL017263,,
gene13769,AAEL010076,,
gene1377,AAEL000619,,
gene13770,AAEL010067,,
gene13771,AAEL015285,,
gene13772,AAEL005325,,
gene13773,AAEL005313,,
gene13774,AAEL005340,,
gene13775,AAEL005323,,
gene13776,AAEL017119,,
gene13777,AAEL005312,,
gene13778,AAEL005330,,
gene13779,AAEL005331,,
gene13780,AAEL005315,,
gene13781,AAEL005326,,
gene13782,AAEL018338,,
gene13783,AAEL005320,,
gene13784,AAEL005341,,
gene13785,AAEL005337,,
gene13786,AAEL005332,,
gene13787,AAEL005328,,
gene13788,AAEL005316,,
gene13789,AAEL005336,,
gene13790,AAEL005335,,
gene13791,AAEL005317,,
gene13792,AAEL005322,,
gene13793,AAEL005339,,
gene13794,AAEL005321,,
gene13795,AAEL005324,,
gene13796,AAEL005329,,
gene13797,AAEL005314,,
gene138,AAEL003005,,
gene1380,AAEL017048,,
gene13800,AAEL014011,,
gene13801,AAEL009523,,
gene13802,AAEL009521,,
gene13803,AAEL009524,,
gene13804,AAEL009520,,
gene13805,AAEL009522,,
gene13806,AAEL009525,,
gene13807,AAEL015243,,
gene13808,AAEL015244,,
gene13809,AAEL010712,,
gene1381,AAEL004163,,
gene13811,AAEL010708,,
gene13812,AAEL010711,,
gene13813,AAEL010709,,
gene13814,RU158,,
gene13815,AAEL010719,,
gene13816,AAEL010716,,
gene13817,AAEL010715,,
gene13818,AAEL010713,,
gene13819,AAEL010720,,
gene1382,AAEL004168,,
gene13820,AAEL010717,,
gene13823,AAEL017561,,
gene13824,AAEL002152,,
gene13825,AAEL002174,,
gene13826,AAEL002160,,
gene13827,AAEL002157,,
gene13828,AAEL002170,,
gene13829,AAEL002175,,
gene1383,AAEL004176,,
gene13830,AAEL002169,,
gene13831,AAEL002135,,
gene13832,AAEL002142,,
gene13833,AAEL002140,,
gene13834,AAEL002153,,
gene13835,AAEL002139,,
gene13836,AAEL002138,,
gene13837,AAEL002150,,
gene13838,AAEL002151,,
gene13839,AAEL017571,,
gene1384,AAEL004173,,
gene13840,AAEL002163,,
gene13841,AAEL002155,,
gene13842,AAEL002178,,
gene13843,AAEL002172,,
gene13844,AAEL002158,,
gene13845,AAEL002177,,
gene13846,AAEL002165,,
gene13847,AAEL002176,,
gene13848,AAEL002161,,
gene13849,AAEL002144,,
gene1385,AAEL004186,,
gene13850,AAEL002149,,
gene13852,AAEL002173,,
gene13853,AAEL002156,,
gene13854,AAEL002166,,
gene13855,AAEL002146,,
gene13856,AAEL002171,,
gene13857,AAEL002145,,
gene13858,AAEL002147,,
gene13859,AAEL002137,,
gene1386,AAEL018315,,
gene13860,AAEL002148,,
gene13861,AAEL002143,,
gene13862,AAEL017127,,
gene13863,AAEL002141,,
gene13864,AAEL002136,,
gene13865,AAEL002159,,
gene13866,AAEL008336,,
gene13867,AAEL014429,,
gene13868,AAEL015447,,
gene13869,RU159,,
gene13870,AAEL014013,,
gene13871,RU160,,
gene13872,AAEL014012,,
gene13873,AAEL014016,,
gene13874,AAEL014014,,
gene13875,AAEL014015,,
gene13876,AAEL013522,,
gene13877,AAEL013521,,
gene13878,AAEL013527,,
gene13879,AAEL013526,,
gene1388,AAEL004195,,
gene13880,AAEL013528,,
gene13881,AAEL013525,,
gene13882,AAEL013529,,
gene13883,AAEL013523,,
gene13884,AAEL008044,,
gene13885,AAEL008039,,
gene13886,AAEL008034,,
gene13887,AAEL008040,,
gene13888,AAEL008038,,
gene13889,AAEL008045,,
gene1389,AAEL004167,,
gene13890,AAEL008048,,
gene13891,AAEL008035,,
gene13892,AAEL017171,,
gene13893,AAEL008036,,
gene13894,AAEL008043,,
gene13895,AAEL008042,,
gene13896,AAEL008046,,
gene13897,AAEL008037,,
gene13898,AAEL008041,,
gene13899,AAEL010964,,
gene139,AAEL002991,,
gene1390,AAEL004183,,
gene13900,AAEL010969,,
gene13901,AAEL010975,,
gene13902,AAEL010963,,
gene13903,AAEL010974,,
gene13904,AAEL010971,,
gene13905,AAEL010967,,
gene13906,AAEL010972,,
gene13907,AAEL010966,,
gene13908,AAEL010970,,
gene13909,AAEL010968,,
gene1391,AAEL004164,,
gene13910,AAEL010973,,
gene13911,AAEL010965,,
gene13912,AAEL013639,,
gene13913,AAEL013640,,
gene13914,AAEL013643,,
gene13915,AAEL013634,,
gene13916,AAEL013641,,
gene13917,AAEL013638,,
gene13918,AAEL013635,,
gene13919,AAEL013637,,
gene1392,AAEL004159,,
gene13920,AAEL013642,,
gene13921,AAEL013636,,
gene13922,AAEL013644,,
gene13923,AAEL012526,,
gene13924,AAEL012531,,
gene13925,AAEL018242,,
gene13926,AAEL012529,,
gene13927,AAEL012532,,
gene13928,AAEL012535,,
gene13929,AAEL012528,,
gene1393,AAEL004190,,
gene13930,AAEL012534,,
gene13931,AAEL012527,,
gene13932,AAEL014127,,
gene13933,AAEL014126,,
gene13934,AAEL014128,,
gene13935,AAEL012255,,
gene13938,AAEL012252,,
gene13939,AAEL012250,,
gene1394,AAEL004172,,
gene13940,AAEL012249,,
gene13941,AAEL012251,,
gene13942,AAEL012253,,
gene13943,AAEL014560,,
gene13944,AAEL014559,,
gene13945,AAEL014561,,
gene13946,AAEL014558,,
gene13947,AAEL013543,,
gene13948,AAEL013542,,
gene13949,AAEL017389,,
gene1395,AAEL004162,,
gene13950,AAEL012656,,
gene13951,AAEL012657,,
gene13952,AAEL012660,,
gene13953,AAEL012659,,
gene13954,AAEL012654,,
gene13955,AAEL012658,,
gene13956,AAEL012661,,
gene13957,AAEL012655,,
gene13958,AAEL015264,,
gene13959,AAEL015263,,
gene1396,AAEL004151,,
gene13960,AAEL015618,,
gene13962,AAEL000853,,
gene13963,AAEL000837,,
gene13964,AAEL000843,,
gene13965,AAEL000828,,
gene13966,AAEL000841,,
gene13967,AAEL000796,,
gene13968,AAEL000810,,
gene13969,AAEL000806,,
gene1397,AAEL004160,,
gene13970,AAEL000817,,
gene13971,AAEL000808,,
gene13972,AAEL000809,,
gene13973,AAEL000839,,
gene13974,AAEL000822,,
gene13975,AAEL000797,,
gene13976,AAEL000807,,
gene13977,AAEL000838,,
gene13978,AAEL000840,,
gene13979,AAEL000818,,
gene1398,AAEL004171,,
gene13980,AAEL000842,,
gene13981,AAEL000802,,
gene13982,AAEL000795,,
gene13983,AAEL000832,,
gene13984,AAEL000813,,
gene13985,AAEL000852,,
gene13986,AAEL000835,,
gene13987,AAEL000819,,
gene13988,AAEL000825,,
gene13989,AAEL000803,,
gene1399,AAEL018316,,
gene13990,AAEL000854,,
gene13991,AAEL018135,,
gene13992,AAEL000823,,
gene13993,AAEL000846,,
gene13995,AAEL000827,,
gene13996,AAEL000829,,
gene13997,AAEL000849,,
gene13998,AAEL000816,,
gene13999,AAEL000812,,
gene14,AAEL009958,,
gene1400,AAEL004192,,
gene14000,AAEL000811,,
gene14001,AAEL000820,,
gene14002,AAEL000801,,
gene14003,AAEL000826,,
gene14004,AAEL000851,,
gene14005,AAEL000824,,
gene14006,AAEL000815,,
gene14007,AAEL000850,,
gene14008,AAEL000798,,
gene14009,AAEL000831,,
gene1401,AAEL004149,,
gene14010,AAEL000805,,
gene14011,AAEL000845,,
gene14012,AAEL000800,,
gene14013,AAEL000844,,
gene14014,AAEL000834,,
gene14015,AAEL000848,,
gene14016,AAEL000847,,
gene14017,AAEL000799,,
gene14018,AAEL000804,,
gene14019,AAEL014572,,
gene1402,AAEL004180,,
gene14020,AAEL017559,,
gene14021,AAEL014573,,
gene14022,AAEL014575,,
gene14023,AAEL014574,,
gene14024,AAEL017267,,
gene14025,AAEL006933,,
gene14026,AAEL006928,,
gene14027,AAEL006934,,
gene14028,AAEL006929,,
gene14029,AAEL006926,,
gene1403,AAEL004157,,
gene14030,AAEL006931,,
gene14031,AAEL006925,,
gene14032,AAEL006932,,
gene14033,AAEL006930,,
gene14034,AAEL012891,,
gene14035,AAEL012903,,
gene14036,AAEL012902,,
gene14037,AAEL012899,,
gene14038,AAEL012895,,
gene14039,AAEL012901,,
gene1404,AAEL017081,,
gene14040,AAEL012896,,
gene14041,AAEL012898,,
gene14042,AAEL012894,,
gene14043,AAEL012897,,
gene14044,AAEL012893,,
gene14045,AAEL012900,,
gene14046,AAEL012892,,
gene14047,AAEL015439,,
gene14048,AAEL009867,,
gene14049,AAEL009871,,
gene1405,AAEL004170,,
gene14050,AAEL009877,,
gene14051,AAEL009868,,
gene14052,AAEL009876,,
gene14053,AAEL009872,,
gene14054,AAEL009878,,
gene14055,AAEL009875,,
gene14056,AAEL009870,,
gene14057,AAEL009873,,
gene14058,AAEL017256,,
gene14059,AAEL009874,,
gene1406,AAEL004185,,
gene14060,AAEL009869,,
gene14061,AAEL017033,,
gene14062,AAEL015101,,
gene14063,AAEL008607,,
gene14064,AAEL008594,,
gene14065,AAEL008601,,
gene14066,AAEL008592,,
gene14067,AAEL008605,,
gene14068,AAEL008602,,
gene14069,AAEL008591,,
gene1407,AAEL004161,,
gene14070,AAEL008599,,
gene14071,AAEL008600,,
gene14072,AAEL008609,,
gene14073,AAEL017101,,
gene14074,AAEL008606,,
gene14075,AAEL008608,,
gene14076,AAEL018159,,
gene14077,AAEL008596,,
gene14078,AAEL008590,,
gene14079,AAEL008604,,
gene1408,AAEL004193,,
gene14080,AAEL008610,,
gene14081,AAEL008593,,
gene14082,AAEL008595,,
gene14083,AAEL008598,,
gene14084,AAEL008603,,
gene14085,AAEL015600,,
gene14086,AAEL015599,,
gene14087,AAEL014300,,
gene14088,RU161,,
gene14089,AAEL012155,,
gene1409,AAEL004150,,
gene14090,AAEL012156,,
gene14091,AAEL012154,,
gene14092,AAEL012153,,
gene14093,AAEL012152,,
gene14094,AAEL012157,,
gene14095,AAEL012158,,
gene14096,AAEL009636,,
gene14097,AAEL009639,,
gene14098,AAEL009642,,
gene14099,AAEL009638,,
gene141,AAEL002992,,
gene1410,AAEL004191,,
gene14100,AAEL009641,,
gene14101,AAEL009644,,
gene14102,AAEL009634,,
gene14103,AAEL009643,,
gene14104,AAEL009635,,
gene14105,AAEL009633,,
gene14106,AAEL009637,,
gene14107,AAEL009640,,
gene14108,AAEL017570,,
gene14109,AAEL010363,,
gene1411,AAEL004166,,
gene14110,AAEL010365,,
gene14111,AAEL010358,,
gene14112,AAEL010351,,
gene14113,AAEL010360,,
gene14114,AAEL010354,,
gene14115,AAEL010353,,
gene14116,AAEL010350,,
gene14117,AAEL010355,,
gene14118,AAEL010356,,
gene14119,AAEL010357,,
gene1412,AAEL004156,,
gene14120,AAEL010361,,
gene14121,AAEL010359,,
gene14122,AAEL010362,,
gene14123,AAEL010352,,
gene14124,RU162,,
gene14125,AAEL005509,,
gene14126,AAEL005503,,
gene14127,AAEL005506,,
gene14128,AAEL005501,,
gene14129,AAEL005502,,
gene1413,AAEL004175,,
gene14130,AAEL017329,,
gene14131,AAEL005513,,
gene14132,AAEL005500,,
gene14133,AAEL005499,,
gene14134,AAEL005504,,
gene14135,AAEL005511,,
gene14136,AAEL005505,,
gene14137,AAEL005498,,
gene14138,AAEL005512,,
gene14139,AAEL005508,,
gene1414,AAEL004188,,
gene14140,AAEL005507,,
gene14141,AAEL017437,,
gene14142,AAEL005497,,
gene14143,AAEL005510,,
gene14144,AAEL014816,,
gene14145,AAEL014817,,
gene14146,AAEL014812,,
gene14147,AAEL014814,,
gene14148,AAEL014819,,
gene14149,AAEL014813,,
gene1415,AAEL004182,,
gene14150,AAEL014811,,
gene14151,AAEL014818,,
gene14152,AAEL014815,,
gene14153,AAEL013171,,
gene14154,AAEL013174,,
gene14155,AAEL013175,,
gene14156,AAEL013172,,
gene14157,AAEL013173,,
gene14158,AAEL013177,,
gene14159,AAEL013176,,
gene1416,AAEL004165,,
gene14160,AAEL013170,,
gene14161,AAEL015021,,
gene14162,AAEL015022,,
gene14163,AAEL015020,,
gene14164,AAEL015629,,
gene14165,AAEL015630,,
gene14166,AAEL009948,,
gene14167,AAEL009947,,
gene14168,AAEL017413,,
gene14169,AAEL009950,,
gene1417,AAEL004174,,
gene14170,AAEL009951,,
gene14171,RU163,,
gene14172,AAEL009949,,
gene14173,AAEL015330,,
gene14174,AAEL014432,,
gene14175,AAEL014433,,
gene14176,AAEL013187,,
gene14177,AAEL013197,,
gene14178,AAEL013189,,
gene1418,AAEL004189,,
gene14180,AAEL013194,,
gene14181,AAEL013201,,
gene14182,AAEL013188,,
gene14183,AAEL013199,,
gene14184,AAEL013191,,
gene14185,AAEL007459,,
gene14186,AAEL007465,,
gene14187,AAEL007470,,
gene14188,AAEL007463,,
gene14189,AAEL007458,,
gene1419,AAEL004197,,
gene14190,AAEL007468,,
gene14191,AAEL007466,,
gene14192,AAEL007461,,
gene14193,AAEL007467,,
gene14194,AAEL007456,,
gene14195,AAEL007460,,
gene14196,AAEL007472,,
gene14197,AAEL007455,,
gene14198,AAEL007462,,
gene14199,AAEL007475,,
gene142,AAEL002983,,
gene14200,AAEL007469,,
gene14201,AAEL007474,,
gene14202,AAEL007457,,
gene14203,AAEL007464,,
gene14204,AAEL007471,,
gene14205,AAEL007477,,
gene14206,AAEL007454,,
gene14207,AAEL007476,,
gene14208,AAEL007768,,
gene14209,AAEL007763,,
gene1421,AAEL004184,,
gene14210,AAEL007767,,
gene14211,AAEL007774,,
gene14212,AAEL007765,,
gene14213,AAEL007764,,
gene14214,AAEL007771,,
gene14215,AAEL007770,,
gene14216,AAEL007773,,
gene14217,AAEL007772,,
gene14218,AAEL018064,,
gene14219,AAEL012721,,
gene1422,AAEL004177,,
gene14220,AAEL012722,,
gene14221,AAEL012724,,
gene14222,AAEL012726,,
gene14223,AAEL012720,,
gene14224,AAEL012723,,
gene14225,RU165,,
gene14226,AAEL012725,,
gene14227,AAEL013831,,
gene14228,RU166,,
gene14229,AAEL013832,,
gene1423,AAEL004198,,
gene14230,AAEL014325,,
gene14231,AAEL014324,,
gene14232,AAEL009756,,
gene14233,AAEL009745,,
gene14234,AAEL009748,,
gene14235,AAEL009750,,
gene14236,AAEL018184,,
gene14237,AAEL009747,,
gene14238,AAEL009753,,
gene14239,AAEL009754,,
gene1424,AAEL004152,,
gene14240,AAEL009757,,
gene14241,AAEL009749,,
gene14242,AAEL009744,,
gene14243,AAEL009752,,
gene14244,AAEL009755,,
gene14245,AAEL009751,,
gene14246,AAEL011969,,
gene14247,AAEL011960,,
gene14248,AAEL011968,,
gene14249,AAEL011967,,
gene1425,AAEL004199,,
gene14250,AAEL011962,,
gene14251,AAEL011964,,
gene14252,AAEL011966,,
gene14253,AAEL011959,,
gene14254,AAEL011965,,
gene14255,AAEL018229,,
gene14256,AAEL011958,,
gene14257,AAEL012541,,
gene14258,AAEL000380,,
gene14259,AAEL017136,,
gene1426,AAEL004196,,
gene14260,AAEL000333,,
gene14261,AAEL000325,,
gene14262,AAEL000354,,
gene14263,AAEL000348,,
gene14264,AAEL000372,,
gene14265,AAEL000364,,
gene14266,AAEL000381,,
gene14267,AAEL000303,,
gene14268,AAEL018292,,
gene14269,AAEL000352,,
gene1427,AAEL004154,,
gene14270,AAEL000373,,
gene14271,AAEL000363,,
gene14272,AAEL000318,,
gene14273,AAEL017215,,
gene14274,AAEL000357,,
gene14275,AAEL000369,,
gene14276,AAEL000319,,
gene14277,AAEL000331,,
gene14278,AAEL000338,,
gene14279,AAEL000362,,
gene1428,AAEL004178,,
gene14280,AAEL000356,,
gene14281,AAEL000307,,
gene14282,AAEL000347,,
gene14283,AAEL000361,,
gene14284,AAEL000374,,
gene14285,AAEL000360,,
gene14286,AAEL000328,,
gene14287,AAEL000315,,
gene14288,AAEL000321,,
gene14289,AAEL000334,,
gene1429,RU014,,
gene14290,AAEL000339,,
gene14291,AAEL000332,,
gene14292,AAEL000330,,
gene14293,AAEL000377,,
gene14294,AAEL000350,,
gene14295,AAEL000314,,
gene14296,AAEL000302,,
gene14297,AAEL017492,,
gene14298,AAEL000358,,
gene14299,AAEL000351,,
gene143,AAEL002999,,
gene1430,AAEL004169,,
gene14300,AAEL000341,,
gene14301,AAEL000366,,
gene14302,AAEL018293,,
gene14303,AAEL000317,,
gene14304,AAEL000371,,
gene14305,AAEL000323,,
gene14306,AAEL000305,,
gene14307,AAEL000379,,
gene14308,AAEL000326,,
gene14309,AAEL000367,,
gene1431,AAEL004181,,
gene14310,AAEL000320,,
gene14311,AAEL000322,,
gene14312,AAEL000304,,
gene14313,AAEL000316,,
gene14314,AAEL000346,,
gene14315,AAEL000375,,
gene14316,AAEL000382,,
gene14317,AAEL000340,,
gene14318,AAEL000329,,
gene14319,AAEL000324,,
gene1432,AAEL012499,,
gene14320,AAEL000344,,
gene14321,AAEL017203,,
gene14322,AAEL000327,,
gene14323,AAEL000335,,
gene14324,AAEL000306,,
gene14325,AAEL000378,,
gene14326,AAEL000353,,
gene14327,AAEL000337,,
gene14328,AAEL000359,,
gene14329,AAEL000336,,
gene1433,AAEL012497,,
gene14330,AAEL000343,,
gene14331,AAEL000370,,
gene14332,AAEL000312,,
gene14333,AAEL000309,,
gene14334,AAEL000345,,
gene14335,AAEL000308,,
gene14336,AAEL000311,,
gene14337,AAEL000310,,
gene14338,AAEL000313,,
gene14339,AAEL011145,,
gene1434,AAEL012501,,
gene14340,AAEL011142,,
gene14341,AAEL011141,,
gene14342,AAEL018212,,
gene14343,AAEL011137,,
gene14344,AAEL011144,,
gene14345,AAEL011140,,
gene14346,AAEL011136,,
gene14347,AAEL011139,,
gene14348,AAEL015416,,
gene14349,AAEL011910,,
gene1435,AAEL012500,,
gene14350,AAEL011906,,
gene14351,AAEL011911,,
gene14352,AAEL011909,,
gene14353,AAEL011907,,
gene14354,AAEL011904,,
gene14355,AAEL011912,,
gene14356,AAEL011908,,
gene14357,AAEL011905,,
gene14358,AAEL015170,,
gene14359,AAEL013072,,
gene1436,AAEL012498,,
gene14360,AAEL013069,,
gene14361,AAEL013073,,
gene14362,AAEL013074,,
gene14363,AAEL013071,,
gene14364,AAEL013070,,
gene14365,AAEL013068,,
gene14366,AAEL015048,,
gene14367,AAEL017099,,
gene14368,AAEL014512,,
gene14369,AAEL014511,,
gene1437,AAEL012502,,
gene14370,AAEL017261,,
gene14371,AAEL014331,,
gene14372,AAEL014333,,
gene14373,AAEL014332,,
gene14374,AAEL015575,,
gene14375,AAEL007503,,
gene14376,AAEL007502,,
gene14377,AAEL007505,,
gene14378,AAEL007506,,
gene14379,AAEL007504,,
gene1438,AAEL012496,,
gene14380,AAEL011337,,
gene14381,AAEL011331,,
gene14382,AAEL011333,,
gene14383,AAEL011335,,
gene14384,AAEL011332,,
gene14385,AAEL011336,,
gene14386,AAEL011334,,
gene14387,AAEL015398,,
gene14388,AAEL018340,,
gene14389,RU167,,
gene1439,AAEL005653,,
gene14390,AAEL005379,,
gene14391,AAEL005387,,
gene14392,AAEL005383,,
gene14393,AAEL005392,,
gene14394,AAEL005398,,
gene14395,AAEL005386,,
gene14396,AAEL005378,,
gene14397,AAEL005381,,
gene14398,AAEL005394,,
gene14399,AAEL005393,,
gene144,AAEL002987,,
gene1440,AAEL005655,,
gene14400,AAEL005388,,
gene14401,AAEL005396,,
gene14402,AAEL005376,,
gene14403,AAEL005382,,
gene14404,AAEL005395,,
gene14405,AAEL005384,,
gene14406,AAEL005377,,
gene14407,AAEL005391,,
gene14408,AAEL005390,,
gene14409,AAEL005389,,
gene1441,AAEL005645,,
gene14410,AAEL007837,,
gene14411,AAEL018031,,
gene14412,AAEL007839,,
gene14413,AAEL007838,,
gene14414,AAEL007833,,
gene14415,AAEL007828,,
gene14416,AAEL007830,,
gene14417,AAEL017434,,
gene14418,AAEL007835,,
gene14419,AAEL007831,,
gene1442,AAEL005660,,
gene14420,AAEL007836,,
gene14422,AAEL017988,,
gene14423,RU168,,
gene14424,AAEL015235,,
gene14425,AAEL015236,,
gene14426,AAEL013605,,
gene14427,AAEL013604,,
gene14428,AAEL013606,,
gene14429,AAEL014855,,
gene1443,AAEL005646,,
gene14430,AAEL014856,,
gene14431,AAEL014316,,
gene14432,AAEL014314,,
gene14433,AAEL014317,,
gene14434,AAEL014318,,
gene14435,AAEL014315,,
gene14436,AAEL014837,,
gene14437,AAEL009593,,
gene14438,AAEL009590,,
gene14439,AAEL009588,,
gene1444,AAEL005663,,
gene14440,AAEL009586,,
gene14441,AAEL009594,,
gene14442,AAEL009589,,
gene14443,AAEL009591,,
gene14444,AAEL009587,,
gene14445,AAEL006709,,
gene14446,AAEL006713,,
gene14447,AAEL006716,,
gene14448,AAEL006706,,
gene14449,RU169,,
gene1445,AAEL005656,,
gene14450,AAEL006714,,
gene14451,AAEL017321,,
gene14452,AAEL006710,,
gene14453,AAEL006715,,
gene14454,AAEL006707,,
gene14455,AAEL017222,,
gene14456,AAEL006711,,
gene14457,AAEL006708,,
gene14458,AAEL006712,,
gene14459,AAEL008825,,
gene1446,AAEL005643,,
gene14460,AAEL008824,,
gene14461,AAEL015607,,
gene14462,AAEL015087,,
gene14463,AAEL015086,,
gene14464,AAEL015085,,
gene14465,AAEL014125,,
gene14466,AAEL014854,,
gene14467,AAEL015555,,
gene14468,AAEL013733,,
gene14469,AAEL013732,,
gene1447,AAEL005648,,
gene14470,AAEL014873,,
gene14471,AAEL014724,,
gene14472,RU170,,
gene14473,AAEL008687,,
gene14474,AAEL008693,,
gene14475,AAEL008695,,
gene14476,AAEL008692,,
gene14477,AAEL008686,,
gene14478,AAEL008697,,
gene14479,AAEL008696,,
gene1448,AAEL005658,,
gene14480,AAEL008688,,
gene14481,AAEL008691,,
gene14482,AAEL008685,,
gene14483,AAEL008689,,
gene14484,AAEL008694,,
gene14485,AAEL008690,,
gene14486,AAEL005787,,
gene14487,AAEL005774,,
